label,vv_2021-09-30,vv_2021-10-31,vv_2021-11-30,vv_2021-12-31,vv_2022-01-31,vh_2021-09-30,vh_2021-10-31,vh_2021-11-30,vh_2021-12-31,vh_2022-01-31,red_2021-09-30,red_2021-10-31,red_2021-11-30,red_2021-12-31,red_2022-01-31,green_2021-09-30,green_2021-10-31,green_2021-11-30,green_2021-12-31,green_2022-01-31,blue_2021-09-30,blue_2021-10-31,blue_2021-11-30,blue_2021-12-31,blue_2022-01-31,red_edge_1_2021-09-30,red_edge_1_2021-10-31,red_edge_1_2021-11-30,red_edge_1_2021-12-31,red_edge_1_2022-01-31,red_edge_2_2021-09-30,red_edge_2_2021-10-31,red_edge_2_2021-11-30,red_edge_2_2021-12-31,red_edge_2_2022-01-31,red_edge_3_2021-09-30,red_edge_3_2021-10-31,red_edge_3_2021-11-30,red_edge_3_2021-12-31,red_edge_3_2022-01-31,nir_2021-09-30,nir_2021-10-31,nir_2021-11-30,nir_2021-12-31,nir_2022-01-31,nir_narrow_2021-09-30,nir_narrow_2021-10-31,nir_narrow_2021-11-30,nir_narrow_2021-12-31,nir_narrow_2022-01-31,swir_1_2021-09-30,swir_1_2021-10-31,swir_1_2021-11-30,swir_1_2021-12-31,swir_1_2022-01-31,swir_2_2021-09-30,swir_2_2021-10-31,swir_2_2021-11-30,swir_2_2021-12-31,swir_2_2022-01-31,EVI_2021-09-30,EVI_2021-10-31,EVI_2021-11-30,EVI_2021-12-31,EVI_2022-01-31,SAVI_2021-09-30,SAVI_2021-10-31,SAVI_2021-11-30,SAVI_2021-12-31,SAVI_2022-01-31,MSAVI_2021-09-30,MSAVI_2021-10-31,MSAVI_2021-11-30,MSAVI_2021-12-31,MSAVI_2022-01-31,LAI_2021-09-30,LAI_2021-10-31,LAI_2021-11-30,LAI_2021-12-31,LAI_2022-01-31,NDVI_2021-09-30,NDVI_2021-10-31,NDVI_2021-11-30,NDVI_2021-12-31,NDVI_2022-01-31,CI_2021-09-30,CI_2021-10-31,CI_2021-11-30,CI_2021-12-31,CI_2022-01-31
2.0,0.094670869410038,0.1318715214729309,0.12532463669776917,0.11771168559789658,0.20130546391010284,0.031718865036964417,0.02152583934366703,0.026657335460186005,0.022778306156396866,0.051945071667432785,442.8333435058594,537.8333129882812,431.0,980.1666870117188,150.8333282470703,544.0,651.0,361.6666564941406,627.3333129882812,107.83333587646484,308.6666564941406,407.3333435058594,243.5,422.3333435058594,62.16666793823242,838.6666870117188,1043.3333740234375,568.5,1140.0,201.8333282470703,1695.1666259765625,2228.0,912.6666870117188,1487.8333740234375,300.3333435058594,1944.0,2553.666748046875,1027.1666259765625,1668.0,337.0,1819.6666259765625,2289.666748046875,998.8333129882812,1453.5,293.3333435058594,2128.833251953125,2793.0,1167.1666259765625,1792.6666259765625,356.5,1451.0,1785.0,1007.8333129882812,2274.333251953125,405.1666564941406,780.6666870117188,1012.1666870117188,597.0,1715.0,257.1666564941406,0.2830272614955902,0.35144445300102234,0.12072741985321045,0.08352742344141006,0.03319486603140831,0.2843717634677887,0.3357074558734894,0.13246844708919525,0.09551138430833817,0.03926221281290054,0.2464073896408081,0.30349549651145935,0.10360381007194519,0.07806700468063354,0.027642369270324707,0.9059926271438599,1.1535260677337646,0.31879177689552307,0.18420225381851196,0.0020990148186683655,0.6085451245307922,0.619569718837738,0.39713254570961,0.1944938600063324,0.32082557678222656,0.24335959553718567,0.23489588499069214,0.43150341510772705,0.674349308013916,0.5142045021057129
2.0,0.22071969509124756,0.2156139761209488,0.1924564093351364,0.1508876532316208,0.23321525752544403,0.03525277599692345,0.04112730920314789,0.03890882059931755,0.0297782551497221,0.024343207478523254,283.3333435058594,714.8333129882812,156.3333282470703,899.8333129882812,555.6666870117188,309.1666564941406,779.6666870117188,145.3333282470703,822.3333129882812,469.1666564941406,189.6666717529297,539.1666870117188,92.5,593.1666870117188,362.8333435058594,433.0,1083.0,216.8333282470703,1239.6666259765625,695.0,821.3333129882812,1998.1666259765625,392.3333435058594,2218.666748046875,1014.0,925.1666870117188,2304.833251953125,455.0,2579.833251953125,1155.6666259765625,999.1666870117188,2197.0,436.8333435058594,2435.0,1114.3333740234375,1029.8333740234375,2523.5,511.3333435058594,2906.0,1274.0,918.0,2002.6666259765625,473.0,2677.166748046875,1489.0,594.5,1300.1666259765625,313.3333435058594,1795.0,1086.6666259765625,0.15869788825511932,0.2978092133998871,0.06565345823764801,0.28672730922698975,0.11909753829240799,0.1709112524986267,0.28100311756134033,0.07522571831941605,0.2762802839279175,0.12563718855381012,0.134370356798172,0.24902522563934326,0.0543045699596405,0.24775922298431396,0.09945929050445557,0.4561689794063568,0.959473729133606,0.1195342093706131,0.9193793535232544,0.31289488077163696,0.5581545829772949,0.5090149641036987,0.4728856682777405,0.4603428244590759,0.33453094959259033,0.2835696339607239,0.32536792755126953,0.3578786551952362,0.3695414066314697,0.49865391850471497
2.0,0.16719847917556763,0.1890852451324463,0.19985701143741608,0.14101490378379822,0.11072089523077011,0.034157149493694305,0.04832255467772484,0.040182314813137054,0.049860503524541855,0.013242250308394432,362.1666564941406,534.3333129882812,177.0,488.5,86.33333587646484,587.1666870117188,789.1666870117188,225.3333282470703,511.1666564941406,90.33333587646484,288.0,429.1666564941406,116.83333587646484,305.8333435058594,49.0,1000.0,1304.0,425.5,939.0,173.1666717529297,2504.0,3068.833251953125,929.5,1944.1666259765625,337.1666564941406,2785.666748046875,3480.5,1042.6666259765625,2210.5,376.3333435058594,2873.666748046875,3470.333251953125,1001.8333129882812,2120.333251953125,383.0,2876.0,3678.5,1117.0,2400.333251953125,418.8333435058594,1707.0,2027.8333740234375,722.6666870117188,1913.0,361.8333435058594,950.8333129882812,1143.0,392.6666564941406,1135.5,206.0,0.4872283935546875,0.5454173684120178,0.1843189299106598,0.31977713108062744,0.07041028141975403,0.45742183923721313,0.4890797436237335,0.20024006068706512,0.32169845700263977,0.08136274665594101,0.44437065720558167,0.48611024022102356,0.1583084762096405,0.2870335876941681,0.05826503038406372,1.6447923183441162,1.8553199768066406,0.548865795135498,1.0389536619186401,0.13674437999725342,0.7761524319648743,0.7331447005271912,0.6997030377388,0.6255031228065491,0.6321022510528564,0.12602946162223816,0.15397176146507263,0.17667609453201294,0.2303883135318756,0.22541341185569763
3.0,0.3270796537399292,0.16393201053142548,0.1210341826081276,0.10343045741319656,0.12602631747722626,0.031214863061904907,0.027412014082074165,0.02073296159505844,0.022851472720503807,0.03639242425560951,678.6666870117188,1172.6666259765625,189.0,1067.1666259765625,397.1666564941406,521.0,916.3333129882812,174.3333282470703,988.8333129882812,450.3333435058594,371.5,680.6666870117188,109.5,640.5,293.6666564941406,817.0,1369.3333740234375,283.0,1635.0,716.3333129882812,1097.1666259765625,2088.333251953125,411.6666564941406,2639.333251953125,1409.5,1215.6666259765625,2289.166748046875,459.3333435058594,2947.666748046875,1603.0,1197.6666259765625,2078.833251953125,533.1666870117188,2997.0,1619.0,1321.0,2482.5,495.6666564941406,3178.0,1720.1666259765625,1685.3333740234375,2605.333251953125,590.0,3398.5,1398.0,1328.1666259765625,2008.0,490.5,2700.833251953125,940.6666870117188,0.10393787175416946,0.16170190274715424,0.0793309435248375,0.33053579926490784,0.25887396931648254,0.11321438103914261,0.1647276133298874,0.09021932631731033,0.31936195492744446,0.2612181603908539,0.09032291173934937,0.1423168182373047,0.06615549325942993,0.2961590886116028,0.22173532843589783,0.2580472528934479,0.46703746914863586,0.16901934146881104,1.077878475189209,0.8186060190200806,0.27660325169563293,0.2786918878555298,0.4765751361846924,0.47484108805656433,0.60601806640625,0.5666574239730835,0.5640984773635864,0.35448575019836426,0.35607829689979553,0.2453160285949707
3.0,0.2023632824420929,0.18105581402778625,0.18569639325141907,0.174080491065979,0.1311749368906021,0.06466640532016754,0.04677850753068924,0.042218681424856186,0.045572590082883835,0.027789244428277016,358.1666564941406,597.1666870117188,203.0,540.8333129882812,107.33333587646484,374.5,687.8333129882812,223.0,525.3333129882812,95.83333587646484,210.3333282470703,409.3333435058594,126.0,315.1666564941406,52.83333206176758,667.0,1178.5,416.3333435058594,994.8333129882812,195.1666717529297,1284.8333740234375,2394.666748046875,829.5,1976.5,378.3333435058594,1477.3333740234375,2844.166748046875,993.1666870117188,2264.333251953125,434.6666564941406,1568.5,2762.5,979.3333129882812,2253.666748046875,410.3333435058594,1604.8333740234375,3017.5,1055.5,2420.833251953125,460.1666564941406,1203.0,2044.6666259765625,734.8333129882812,1902.8333740234375,376.1666564941406,761.8333129882812,1264.0,440.1666564941406,1203.0,239.1666717529297,0.24924489855766296,0.40776872634887695,0.17248274385929108,0.3260076642036438,0.07107282429933548,0.26210299134254456,0.38853225111961365,0.1883593052625656,0.3296234607696533,0.0823717713356018,0.22166582942008972,0.36454933881759644,0.14820271730422974,0.2968924939632416,0.05924805998802185,0.7837680578231812,1.3573070764541626,0.5060425996780396,1.0614956617355347,0.13914147019386292,0.6282006502151489,0.6445083618164062,0.6566112041473389,0.6129302382469177,0.5853188037872314,0.22834978997707367,0.21616894006729126,0.2072838693857193,0.23997928202152252,0.26157596707344055
2.0,0.20821143686771393,0.23590879142284393,0.16502508521080017,0.16182933747768402,0.12545405328273773,0.026090513914823532,0.029168780893087387,0.036947719752788544,0.033775076270103455,0.025975925847887993,682.0,810.8333129882812,222.1666717529297,654.8333129882812,155.3333282470703,473.5,660.1666870117188,233.5,602.6666870117188,89.83333587646484,296.5,382.8333435058594,117.0,344.6666564941406,48.0,961.1666870117188,1170.1666259765625,444.0,1147.6666259765625,199.6666717529297,1340.5,2168.666748046875,950.1666870117188,2068.833251953125,255.8333282470703,1464.8333740234375,2439.166748046875,1060.3333740234375,2316.166748046875,281.1666564941406,1432.0,2269.0,1030.3333740234375,2362.0,268.3333435058594,1522.8333740234375,2544.0,1127.0,2423.666748046875,302.6666564941406,1720.8333740234375,2067.833251953125,759.1666870117188,2051.833251953125,373.3333435058594,1214.0,1321.5,424.5,1349.8333740234375,260.0,0.14097478985786438,0.25559002161026,0.17590509355068207,0.31139039993286133,0.026060089468955994,0.15813887119293213,0.27070480585098267,0.19388246536254883,0.3194216787815094,0.031251925975084305,0.12967664003372192,0.2403300404548645,0.15357160568237305,0.2883640229701996,0.021904289722442627,0.3920467793941498,0.8067246675491333,0.5184246301651001,1.008610486984253,-0.02371460199356079,0.35477763414382935,0.4734562933444977,0.6452429294586182,0.5658803582191467,0.26671916246414185,0.47625699639320374,0.35735270380973816,0.21562600135803223,0.27723678946495056,0.5788819193840027
2.0,0.15916235744953156,0.17357727885246277,0.1224903091788292,0.12313901633024216,0.1679990142583847,0.037262141704559326,0.033882711082696915,0.03697718307375908,0.028470132499933243,0.037289105355739594,647.6666870117188,422.3333435058594,167.3333282470703,411.5,219.6666717529297,791.3333129882812,698.1666870117188,252.6666717529297,588.0,250.3333282470703,635.8333129882812,365.6666564941406,132.8333282470703,303.6666564941406,157.1666717529297,1055.0,1120.1666259765625,419.1666564941406,1030.1666259765625,440.0,1981.5,2774.0,1054.1666259765625,2526.5,876.3333129882812,2230.333251953125,3216.5,1215.0,2973.666748046875,1012.6666870117188,2400.5,3378.0,1238.6666259765625,3033.666748046875,1037.8333740234375,2403.333251953125,3494.5,1318.5,3202.166748046875,1110.6666259765625,1789.3333740234375,2125.166748046875,788.5,2093.833251953125,838.6666870117188,1059.8333740234375,1125.0,411.5,1153.5,515.1666870117188,0.38046348094940186,0.5610818266868591,0.23814992606639862,0.4956774115562439,0.18300095200538635,0.32668933272361755,0.5037877559661865,0.2508585751056671,0.46573975682258606,0.19612465798854828,0.2960823178291321,0.5049704313278198,0.20560482144355774,0.4555668532848358,0.15554124116897583,1.2585169076919556,1.9119939804077148,0.7436264753341675,1.675360918045044,0.5440974235534668,0.5750451683998108,0.7777388691902161,0.7619724869728088,0.7611145973205566,0.6506295800209045,0.2698049247264862,0.125024676322937,0.13509149849414825,0.13564443588256836,0.21165889501571655
5.0,0.18892627954483032,0.16786077618598938,0.15984034538269043,0.13980837166309357,0.14159825444221497,0.046052128076553345,0.03902953863143921,0.0382547564804554,0.0301629900932312,0.023678665980696678,484.6666564941406,595.1666870117188,452.6666564941406,527.3333129882812,99.0,593.1666870117188,767.0,485.6666564941406,648.6666870117188,119.66666412353516,322.8333435058594,416.5,373.0,353.8333435058594,58.83333206176758,1123.0,1335.1666259765625,680.0,1200.8333740234375,220.1666717529297,2040.3333740234375,2634.333251953125,1109.5,2345.666748046875,397.6666564941406,2249.833251953125,2928.0,1233.8333740234375,2643.166748046875,442.1666564941406,2455.166748046875,2986.0,1251.3333740234375,2793.166748046875,511.3333435058594,2389.166748046875,3080.666748046875,1292.1666259765625,2830.833251953125,486.8333435058594,2010.3333740234375,2207.666748046875,918.6666870117188,2247.0,404.3333435058594,1248.5,1349.0,546.5,1425.6666259765625,244.1666717529297,0.3806430399417877,0.44494691491127014,0.17875529825687408,0.4257991313934326,0.09666404128074646,0.37226855754852295,0.4179210364818573,0.1786992847919464,0.40847906470298767,0.11024301499128342,0.3434033989906311,0.3991062045097351,0.14444804191589355,0.3866746127605438,0.08072787523269653,1.2591663599014282,1.4918179512023926,0.5287367105484009,1.4225412607192993,0.23173049092292786,0.6702761054039001,0.6676129698753357,0.4687011241912842,0.6823771595954895,0.6755871176719666,0.1974068135023117,0.1993190497159958,0.3617474436759949,0.1887940615415573,0.19361147284507751
3.0,0.21499834954738617,0.1725590080022812,0.16588018834590912,0.14613878726959229,0.17521853744983673,0.058398861438035965,0.03656097128987312,0.04090489074587822,0.03848978504538536,0.03178413212299347,654.8333129882812,1613.3333740234375,111.66666412353516,759.3333129882812,495.3333435058594,688.0,1754.6666259765625,131.6666717529297,821.6666870117188,461.1666564941406,536.5,1498.6666259765625,74.0,523.0,341.5,871.8333129882812,2174.166748046875,239.1666717529297,1429.8333740234375,722.5,1408.1666259765625,3259.833251953125,473.0,2519.5,1077.0,1539.8333740234375,3564.333251953125,531.8333129882812,2845.0,1207.3333740234375,1596.5,3520.0,563.1666870117188,2941.166748046875,1276.8333740234375,1661.1666259765625,3783.5,581.3333129882812,3113.833251953125,1333.0,1514.6666259765625,3172.833251953125,462.8333435058594,2726.833251953125,1505.5,1051.8333740234375,2239.666748046875,277.1666564941406,1729.3333740234375,1100.3333740234375,0.2046789973974228,0.3985506594181061,0.1057063490152359,0.4018208086490631,0.16716457903385162,0.1947917640209198,0.28223684430122375,0.11934272199869156,0.3761565387248993,0.17309823632240295,0.16285550594329834,0.26499855518341064,0.08814126253128052,0.3533734083175659,0.1401524543762207,0.6225286722183228,1.3239563703536987,0.26444560289382935,1.3357875347137451,0.48680147528648376,0.41827064752578735,0.37142857909202576,0.6690541505813599,0.5896049737930298,0.4409855902194977,0.4101680517196655,0.4583333432674408,0.19828350841999054,0.25817418098449707,0.387938916683197
2.0,0.15361863374710083,0.1510583460330963,0.11058040708303452,0.12315742671489716,0.3015861511230469,0.03886887803673744,0.04366997629404068,0.0362628772854805,0.028687244281172752,0.04140346869826317,1081.0,620.1666870117188,124.33333587646484,879.3333129882812,558.0,936.8333129882812,653.1666870117188,135.5,827.0,465.5,662.5,403.3333435058594,85.16666412353516,547.5,314.1666564941406,1341.5,950.8333129882812,200.8333282470703,1262.6666259765625,725.6666870117188,1968.5,1837.1666259765625,379.8333435058594,2032.8333740234375,1035.0,2224.5,2140.666748046875,429.0,2339.0,1177.0,2244.333251953125,2197.833251953125,457.6666564941406,2488.833251953125,1239.3333740234375,2483.833251953125,2290.666748046875,461.1666564941406,2554.333251953125,1310.0,2718.0,1887.5,377.8333435058594,2584.166748046875,1423.5,1995.0,1257.0,222.8333282470703,1875.1666259765625,1057.8333740234375,0.2113371193408966,0.30589553713798523,0.07887741923332214,0.294594943523407,0.13926269114017487,0.20960120856761932,0.30269888043403625,0.08957362174987793,0.288504034280777,0.1503530889749527,0.18393629789352417,0.2697225511074066,0.06493967771530151,0.26008251309394836,0.12091630697250366,0.6466176509857178,0.9887300729751587,0.1673785150051117,0.9478446245193481,0.3858524262905121,0.34983959794044495,0.5598532557487488,0.5727376341819763,0.4778563678264618,0.3790801465511322,0.4816575348377228,0.2821718454360962,0.2716678977012634,0.3533114492893219,0.4502420425415039
